VehicleID,Latitude,Longitude
137,30.592499999999998,114.2925
146,30.5825,114.27250000000001
92,30.5975,114.27250000000001
101,30.592499999999998,114.25750000000001
173,30.6175,114.2525
182,30.6175,114.2525
191,30.6025,114.2925
83,30.592499999999998,114.2825
155,30.6175,114.2525
164,30.6175,114.2525
110,30.6175,114.2625
119,30.5775,114.2525
128,30.592499999999998,114.2875
95,30.6225,114.2825
23,30.5825,114.2925
104,30.6175,114.2525
131,30.6175,114.2525
122,30.6175,114.2525
194,30.6175,114.2525
176,30.592499999999998,114.2625
77,30.607499999999998,114.2975
86,30.6125,114.2625
185,30.6175,114.2525
158,30.592499999999998,114.2825
167,30.6175,114.2525
50,30.607499999999998,114.2975
59,30.6175,114.2525
68,30.6175,114.2525
41,30.592499999999998,114.2675
32,30.6175,114.2525
140,30.6175,114.2525
113,30.592499999999998,114.2825
149,30.572499999999998,114.2775
53,30.5875,114.2825
62,30.5875,114.2825
134,30.6175,114.2525
35,30.6175,114.2525
44,30.592499999999998,114.2825
8,30.6175,114.2525
17,30.6175,114.2525
125,30.5875,114.2825
26,30.6175,114.2525
89,30.6175,114.2525
80,30.6175,114.2525
116,30.5775,114.27250000000001
98,30.6175,114.2525
71,30.6175,114.2525
107,30.6175,114.2525
11,30.6175,114.2525
74,30.6225,114.2525
56,30.6175,114.2525
38,30.5775,114.2775
29,30.592499999999998,114.2875
47,30.6225,114.2875
20,30.6125,114.2825
2,30.6175,114.2525
65,30.6175,114.2525
5,30.5825,114.2825
184,30.6175,114.2525
193,30.6175,114.2525
175,30.6125,114.2675
166,30.6175,114.2525
14,30.5975,114.3025
142,30.6175,114.2525
151,30.6175,114.2525
124,30.6175,114.2525
133,30.5975,114.2925
106,30.6175,114.2525
160,30.5825,114.2625
169,30.592499999999998,114.2875
178,30.5875,114.2875
115,30.5775,114.25750000000001
187,30.607499999999998,114.25750000000001
196,30.5675,114.2625
181,30.5975,114.2975
163,30.5875,114.2975
172,30.5775,114.25750000000001
46,30.5875,114.2975
118,30.5875,114.2825
127,30.5875,114.25750000000001
199,30.6175,114.2525
136,30.6175,114.2525
100,30.5825,114.2825
109,30.6125,114.2825
82,30.6175,114.2525
91,30.6175,114.2525
190,30.5775,114.2825
64,30.592499999999998,114.2625
55,30.5875,114.25750000000001
73,30.5975,114.27250000000001
145,30.6175,114.2525
154,30.6175,114.25750000000001
85,30.6225,114.2875
94,30.572499999999998,114.3025
67,30.592499999999998,114.2925
58,30.6175,114.2525
139,30.607499999999998,114.2875
40,30.572499999999998,114.2775
49,30.5775,114.2775
130,30.6175,114.2525
4,30.6175,114.2525
13,30.6175,114.2525
148,30.6175,114.2525
121,30.6175,114.2525
157,30.5875,114.2775
22,30.6175,114.2525
31,30.6225,114.2775
103,30.5775,114.2775
76,30.6025,114.2975
112,30.5875,114.2775
16,30.5875,114.2875
97,30.6175,114.2525
7,30.6175,114.2525
79,30.572499999999998,114.2625
88,30.607499999999998,114.2675
70,30.6175,114.2525
52,30.6175,114.2525
43,30.5675,114.2825
25,30.572499999999998,114.2825
34,30.5875,114.2825
61,30.607499999999998,114.2775
10,30.6175,114.2525
189,30.6025,114.2875
37,30.6175,114.2525
180,30.6225,114.2975
1,30.607499999999998,114.2775
198,30.592499999999998,114.2625
19,30.592499999999998,114.2875
28,30.592499999999998,114.25750000000001
174,30.5875,114.2825
147,30.592499999999998,114.2675
183,30.592499999999998,114.2825
156,30.572499999999998,114.2625
129,30.6025,114.2625
138,30.607499999999998,114.2675
120,30.6175,114.2525
165,30.607499999999998,114.3025
192,30.5975,114.2675
60,30.6175,114.2525
186,30.6175,114.2525
87,30.6175,114.2525
96,30.607499999999998,114.2625
168,30.6175,114.2525
177,30.607499999999998,114.2775
150,30.6175,114.2625
159,30.5875,114.2825
132,30.6175,114.2525
141,30.6175,114.2525
105,30.6175,114.2525
114,30.607499999999998,114.2925
123,30.6175,114.2525
195,30.6175,114.2525
78,30.6175,114.2525
69,30.5825,114.2825
90,30.5825,114.2675
99,30.5975,114.2675
63,30.5875,114.2825
45,30.6175,114.2525
54,30.6025,114.2925
171,30.6175,114.2525
72,30.6175,114.2525
144,30.6175,114.2525
81,30.6225,114.2875
153,30.6175,114.2525
126,30.6175,114.2525
162,30.6175,114.2525
27,30.5875,114.27250000000001
36,30.6175,114.2525
135,30.592499999999998,114.27250000000001
108,30.5875,114.2825
117,30.6175,114.2525
18,30.6175,114.2525
9,30.6175,114.2525
48,30.5775,114.2825
57,30.592499999999998,114.2775
21,30.6175,114.2525
3,30.592499999999998,114.27250000000001
84,30.5825,114.2675
12,30.6175,114.2525
93,30.5975,114.2975
102,30.607499999999998,114.2775
75,30.6175,114.2525
30,30.5875,114.2825
39,30.6175,114.2525
111,30.6225,114.2525
66,30.5975,114.2775
15,30.6175,114.2525
42,30.607499999999998,114.2625
51,30.6175,114.2925
24,30.6175,114.2525
33,30.6175,114.2525
6,30.6175,114.2525
179,30.5775,114.2525
152,30.5875,114.2825
188,30.6175,114.2525
170,30.5975,114.2675
143,30.6175,114.2525
161,30.592499999999998,114.2875
197,30.6175,114.2525
0,30.607499999999998,114.25750000000001
