4058,10159873,2013/10/1,0:00:19,114.261545,30.5369,44.7144984,194.19,3
5000,10159873,2013/10/1,0:00:21,114.261461,30.536691,44.1965016,208.67,3
8851,10159873,2013/10/1,0:01:01,114.257991,30.533048,50.1350004,221.3,3
10366,10159873,2013/10/1,0:01:17,114.256966,30.532015,17.91909936,224.97,3
10839,10159873,2013/10/1,0:01:21,114.256706,30.531833,24.5864988,223.48,3
12013,10159873,2013/10/1,0:01:27,114.256438,30.531751,20.07250056,297.84,3
13909,10159873,2013/10/1,0:01:47,114.255748,30.532271,0.408850006,318.35,3
24142,10159873,2013/10/1,0:03:27,114.25652,30.531593,20.9604996,171.31,3
24640,10159873,2013/10/1,0:03:32,114.256301,30.531253,30.3400008,213.2,3
26204,10159873,2013/10/1,0:03:42,114.256288,30.531125,22.18149936,29.64,3
29995,10159873,2013/10/1,0:04:21,114.259968,30.534993,52.7249988,40.34,3
32979,10159873,2013/10/1,0:04:46,114.261738,30.537215,47.692998,1.69,3
36715,10159873,2013/10/1,0:05:26,114.261296,30.541951,47.526498,355.59,3
39512,10159873,2013/10/1,0:05:46,114.261096,30.544275,27.56499948,2.65,3
41890,10159873,2013/10/1,0:06:11,114.261108,30.54477,2.71024992,351.22,3
44275,10159873,2013/10/1,0:06:37,114.261366,30.545306,21.01599936,68.97,3
45772,10159873,2013/10/1,0:06:47,114.262175,30.545505,28.638,70.8,3
49472,10159873,2013/10/1,0:07:26,114.26483,30.546433,20.5165008,76.22,3
53958,10159873,2013/10/1,0:08:08,114.268456,30.547365,31.6720008,74.57,3
55772,10159873,2013/10/1,0:08:26,114.269688,30.547561,33.0040008,94.36,3
56278,10159873,2013/10/1,0:08:32,114.270373,30.547643,49.6355004,85.65,3
56718,10159873,2013/10/1,0:08:36,114.271123,30.547813,54.4455,70.61,3
58856,10159873,2013/10/1,0:08:51,114.273283,30.54881,46.4720004,47.86,3
59292,10159873,2013/10/1,0:08:57,114.27375,30.549243,47.8779984,38.8,3
63181,10159873,2013/10/1,0:09:36,114.276191,30.55381,49.7835,20.21,3
64352,10159873,2013/10/1,0:09:47,114.276671,30.554835,42.2724996,26.34,3
67520,10159873,2013/10/1,0:10:17,114.278963,30.558093,46.5275016,7.94,3
71871,10159873,2013/10/1,0:10:56,114.27925,30.560005,32.930001,8.87,3
72824,10159873,2013/10/1,0:11:06,114.279451,30.561011,43.7524992,14.78,3
75200,10159873,2013/10/1,0:11:31,114.280563,30.564008,52.1330004,0.19,3
75666,10159873,2013/10/1,0:11:36,114.280341,30.564678,57.4610004,329.86,3
79261,10159873,2013/10/1,0:12:07,114.276555,30.568483,65.0274984,340.67,3
79748,10159873,2013/10/1,0:12:12,114.276493,30.569278,67.9690008,6.14,3
83015,10159873,2013/10/1,0:12:46,114.277335,30.57342,52.706502,2.54,3
86201,10159873,2013/10/1,0:13:09,114.276886,30.5753,0.751100004,344.04,3
92920,10159873,2013/10/1,0:14:11,114.27686,30.575165,16.0228512,319.42,3
97095,10159873,2013/10/1,0:14:56,114.2753,30.577808,10.0566,340.65,3
100610,10159873,2013/10/1,0:15:26,114.274516,30.579123,28.8785016,336.52,3
102042,10159873,2013/10/1,0:15:41,114.273961,30.579916,23.643,326.79,3
104064,10159873,2013/10/1,0:16:03,114.273576,30.580873,0.427350006,345.74,3
106862,10159873,2013/10/1,0:16:26,114.27362,30.580943,13.3866,332.54,3
111149,10159873,2013/10/1,0:17:12,114.271425,30.585256,9.02985012,20.2,3
113349,10159873,2013/10/1,0:17:26,114.271933,30.585588,22.84749936,71.41,3
117298,10159873,2013/10/1,0:18:09,114.277386,30.587305,50.7825,71.31,3
117986,10159873,2013/10/1,0:18:17,114.2787,30.58781,51.0784992,58.79,3
119124,10159873,2013/10/1,0:18:21,114.279365,30.588311,61.2905004,46.06,3
122778,10159873,2013/10/1,0:19:01,114.283446,30.592691,51.5039976,35.24,3
127183,10159873,2013/10/1,0:19:41,114.287415,30.597056,45.2325024,38.81,3
131030,10159873,2013/10/1,0:20:21,114.291413,30.600621,66.526002,45.42,3
135720,10159873,2013/10/1,0:21:03,114.297028,30.60595,68.6349972,28.94,3
154665,10159873,2013/10/1,0:24:07,114.300478,30.610865,50.042502,33.98,3
154759,10159873,2013/10/1,0:24:08,114.304121,30.61479,47.0640024,46.82,3
154849,10159873,2013/10/1,0:24:09,114.304485,30.615096,31.2649992,40.41,3
154929,10159873,2013/10/1,0:24:09,114.304398,30.615285,14.6667996,324.65,3
