267747,10159873,2013-9-1,0:07:32,114.24842,30.616025,1.57989996,21.54,3
291585,10159873,2013-9-1,0:08:07,114.249698,30.616128,38.2579992,71.39,3
306136,10159873,2013-9-1,0:08:31,114.250713,30.616548,0.0518,0,3
322482,10159873,2013-9-1,0:08:47,114.250906,30.616571,21.7560006,70.58,3
346940,10159873,2013-9-1,0:09:27,114.253705,30.617546,15.4364004,80.89,3
350122,10159873,2013-9-1,0:09:33,114.253985,30.617615,21.3305004,71.38,3
372688,10159873,2013-9-1,0:10:12,114.257555,30.618523,22.5700002,117.88,3
373493,10159873,2013-9-1,0:10:13,114.257555,30.618523,22.5700002,117.88,3
376139,10159873,2013-9-1,0:10:17,114.257736,30.618265,29.507499,164.22,3
401761,10159873,2013-9-1,0:10:58,114.258973,30.614583,43.4194992,153.84,3
412396,10159873,2013-9-1,0:11:16,114.259315,30.614108,40.699998,150.16,3
427497,10159873,2013-9-1,0:11:42,114.26186,30.611256,28.73049948,142.58,3
446111,10159873,2013-9-1,0:12:09,114.26284,30.610323,0.381099996,134.75,3
483019,10159873,2013-9-1,0:13:09,114.265331,30.60725,0.677100024,146.89,3
483881,10159873,2013-9-1,0:13:10,114.26533,30.607265,4.82109984,130.93,3
487416,10159873,2013-9-1,0:13:17,114.265445,30.607151,19.96150068,109.11,3
490352,10159873,2013-9-1,0:13:22,114.265866,30.607028,17.7877494,73.67,3
492800,10159873,2013-9-1,0:13:27,114.266318,30.607071,32.1900012,84.96,3
495373,10159873,2013-9-1,0:13:32,114.266756,30.60702,29.2114998,97.32,3
514825,10159873,2013-9-1,0:13:58,114.267903,30.606768,0.185000004,0,3
526405,10159873,2013-9-1,0:14:17,114.267946,30.606716,15.4105002,79.47,3
544662,10159873,2013-9-1,0:14:51,114.269325,30.606541,1.322750052,65.54,3
589409,10159873,2013-9-1,0:16:03,114.271603,30.60634,28.6009992,100.32,3
591194,10159873,2013-9-1,0:16:07,114.271886,30.606256,24.7160016,107.32,3
611853,10159873,2013-9-1,0:16:48,114.274811,30.604226,28.58249988,127.73,3
620811,10159873,2013-9-1,0:17:02,114.27487,30.604091,0.444000006,86.82,3
