Date,RunTime
2013-10-31,10510
2013-10-25,10047
2013-10-19,9816
2013-10-13,8197
2013-10-07,5282
2013-10-01,5409
2013-09-25,7207
2013-09-19,6287
2013-09-13,6197
2013-09-07,6937
2013-09-01,4854
