Date, RunTime
2013-10-31,3
2013-10-25,2
2013-10-19,3
2013-10-13,2
2013-10-07,3
2013-10-01,2
2013-09-25,3
2013-09-19,3
2013-09-13,3
2013-09-07,3
2013-09-01,7
