Date,RunTime
2013-10-31,12134
2013-10-25,10761
2013-10-19,9674
2013-10-13,10011
2013-10-07,7190
2013-10-01,6716
2013-09-25,8686
2013-09-19,7441
2013-09-13,7711
2013-09-07,9623
2013-09-01,6357
