Date, RunTime
2013-10-31,4530
2013-10-25,3839
2013-10-19,2249
2013-10-13,3745
2013-10-07,6818
2013-10-01,4624
2013-09-25,2342
2013-09-19,3967
2013-09-13,7232
2013-09-07,2618
2013-09-01,1005
