Date,RunTime
2013-09-15,65
2013-09-21,100
2013-09-18,84
2013-09-03,107
2013-09-24,84
2013-09-30,78
2013-09-27,120
2013-09-12,80
2013-09-06,99
2013-09-09,102
2013-09-26,68
2013-09-29,63
2013-09-08,82
2013-09-14,108
2013-09-20,53
2013-09-17,102
2013-09-23,141
2013-09-02,80
2013-09-11,101
2013-09-05,121
2013-09-10,79
2013-09-25,112
2013-09-19,85
2013-09-28,102
2013-09-13,103
2013-09-07,105
2013-09-01,157
2013-09-22,96
2013-09-16,71
2013-09-04,127
